IE_XML_ID;IE_NAME;IP_PROP45
3310;Бобинная пряжа Cariaggi art. Antilope 216, мериносовая шерсть/люрекс, 1450 м/100 г;
3311;Бобинная пряжа Cariaggi art. Antilope 215, мериносовая шерсть/люрекс, 1700 м/100 г;
3312;Бобинная пряжа Manifattura Sesia art. Scotland, мериносовая шерсть, 1400 м/100 г;
3313;Бобинная пряжа Biagioli Modesto art. Cash 30, кашемир/меринос, 1300 м/100 г;
3314;Бобинная пряжа Maniffature Associate di Ponte Felcino, 100% кашемир, 1000 м/100 г;
3315;Бобинная пряжа Loro Piana art. Cash Light Fine, 100% кашемир, 850 м/100 г;
3316;Бобинная пряжа Loro Piana art. Coarsehair, 100% кашемир, 550 м/100 г;
3317;Бобинная пряжа Timoteo, акрил/мохер/шерсть, 350 м/100 г;
3318;Бобинная пряжа Timoteo, акрил/мохер/шерсть, 350 м/100 г;
3328;Бобинная пряжа Hasegawa art. HKA4990, шелк, 75 м/100 г;
3329;Бобинная пряжа Caress , альпака/меринос/полиамид, 400 м/100 г;
3330;Бобинная пряжа Caress , альпака/меринос/полиамид, 400 м/100 г;
3331;Бобинная пряжа Caress , альпака/меринос/полиамид, 400 м/100 г;
3332;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
3333;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
3334;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
3335;Бобинная пряжа  Manifattura Sesia art. Paris, кид-мохер/шелк/меринос, 1500 м/100 г;
3336;Бобинная пряжа Hasegawa art. HK4002, шелк, 640 м/100 г;
3337;Бобинная пряжа Hasegawa art. HK5057W, шелк, 400 м/100 г;
3338;Бобинная пряжа Hasegawa art. HK5057W, шелк, 400 м/100 г;
3339;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3340;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3341;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3342;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3343;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3344;Бобинная пряжа New Mill spa art. Tundra, шерсть/шелк/ПА, 1500 м/100 г;
3345;Бобинная пряжа New Mill spa art. Tundra, шерсть/шелк/ПА, 1500 м/100 г;
3346;Бобинная пряжа New Mill spa art. Tundra, шерсть/шелк/ПА, 1500 м/100 г;
3347;Бобинная пряжа New Mill spa art. Tundra, шерсть/шелк/ПА, 1500 м/100 г;
3348;Бобинная пряжа New Mill spa art. Tundra, шерсть/шелк/ПА, 1500 м/100 г;
3349;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3350;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3351;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3352;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3353;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3354;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3355;Бобинная пряжа Альпака , альпака/шерсть/ПА, 180 м/100 г;
3356;Бобинная пряжа Casa del Filato Prato art. Casanova, кашемир/шерсть/вискоза/ангора, 1500 м/100 г;
3357;Бобинная пряжа Casa del Filato Prato art. Gipsy, кашемир/шерсть/вискоза/полиакрил, 1500 м/100 г;
3358;Бобинная пряжа Filitaly-Lab srt art. Sesia-Luxy, альпака/ПА/шерсть/ПЭ/люрекс, 220 м/100 г;
3359;Бобинная пряжа Lumiere, альпака/ПА/шерсть/люрекс, 380 м/100 г;
3360;Бобинная пряжа New Mill spa art. Victoria, шерсть/ПА, 450 м/100 г;
3361;Бобинная пряжа Locheness, шерсть/ПА, 700 м/100 г;
3362;Бобинная пряжа New Mill spa art. Victoria, шерсть/ПА, 450 м/100 г;
3363;Бобинная пряжа New Mill spa art. Victoria, шерсть/ПА, 450 м/100 г;
3364;Бобинная пряжа New Mill spa art. Victoria, шерсть/ПА, 450 м/100 г;
3365;Бобинная пряжа New Mill spa art. Victoria, шерсть/ПА, 450 м/100 г;
3366;Бобинная пряжа New Mill spa art. Victoria, шерсть/ПА, 450 м/100 г;
3367;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
3368;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
3369;Бобинная пряжа New Mill spa art. Tiffany colorato, шерсть/кашемир/вискоза/ПА, 800 м/100 г;
3370;Бобинная пряжа New Mill spa art. Tiffany colorato, шерсть/кашемир/вискоза/ПА, 800 м/100 г;
3371;Бобинная пряжа New Mill spa art. Tiffany colorato, шерсть/кашемир/вискоза/ПА, 800 м/100 г;
3395;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Evoke, меринос/кашемир, 1400 м/100 г;
3396;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Evoke, меринос/кашемир, 1400 м/100 г;
3397;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Evoke, меринос/кашемир, 1400 м/100 г;
3398;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Evoke, меринос/кашемир, 1400 м/100 г;
3399;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Evoke, меринос/кашемир, 1400 м/100 г;
3400;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Evoke, меринос/кашемир, 1400 м/100 г;
3401;Бобинная пряжа Италия, вискоза/меринос/ПА/люрекс, 1320 м/100 г;
3402;Бобинная пряжа New Mill art. Low Copper, вискоза/меринос/кашемир/ПА/люрекс, 1320 м/100 г;
3404;Бобинная пряжа букле Италия, меринос/полиамид, 200 м/100 г;
3405;Бобинная пряжа букле Lineapiu Italia S.P.A. art. Riccio, меринос/полиамид, 260 м/100 г;
3406;Бобинная пряжа Marchi & Fildi SPA art Holiday, хлопок/люрекс, 540 м/100 гр;
3407;Бобинная пряжа Color SRL art Delizia, хлопок/люрекс, 750 м/100 гр;
3408;Бобинная пряжа Color SRL art Lamina, меринос, 210 м/100 г;
3409;Бобинная пряжа GAMDEM, кашемир, 600 м/100 г;
3410;Бобинная пряжа Cotton Dakota, хлопок, ~400 м/100 гр;
3411;Бобинная пряжа лен/хлопок, Италия, 230 м/100 гр;
3412;Бобинная пряжа Hasegawa, хлопок, 750 м/100 гр;
3413;Бобинная пряжа Hasegawa, хлопок, 440 м/100 г;
3414;Бобинная пряжа Botto Jiuseppe, шелк/хлопок, 300 м/100 г;
3415;Бобинная пряжа Mali Botto Poala, шелк/хлопок, 100 м/100 г;
3416;Бобинная пряжа Softstar, шерсть/акрил, ~350 м/100 г;
3419;Пряжа  100% альпака, 650 м/100 г;
3429;Бобинная пряжа Shetland, шерсть, 350 м/100 г;
3430;Бобинная пряжа SuperGeelong Natural Fantasy, меринос, 850 м/100 г;
3431;Бобинная пряжа SuperGeelong Zegna Baruffa Lane Borgosesia, меринос, 1500 м/100 г;
3432;Бобинная пряжа SuperGeelong Zegna Baruffa Lane Borgosesia, меринос, 1500 м/100 г;
3433;Бобинная пряжа SuperGeelong Zegna Baruffa Lane Borgosesia, меринос, 1500 м/100 г;
3434;Бобинная пряжа  хлопок/эластан, 900 м/100 г;
3435;Бобинная пряжа Loro Piana Cablelight Cashme, кашемир, 660 м/100 г;
3436;Бобинная пряжа Loro Piana Cashmere, 100% кашемир, 1350 м/100 г;
3439;Бобинная пряжа Loro Piana Cablelight, кашемир, 660 м/100 г;
3440;Бобинная пряжа Cariaggi Soffio, кашемир, 2600 м/100 г;
3452;Бобинная пряжа Pecci Filati Guinness, альпака/кашемир, 325 м/100 г;
3453;Бобинная пряжа Cariaggi, кашемир, 1400 м/100 г;
3455;Бобинная пряжа Loden Cofil srl, шерсть/альпака/ПА, 375 м/100 г;
3513;Бобинная пряжа Loro Piana, 100% кашемир, 1350 м/100 г;
3517;Бобинная пряжа Prisma Ricerche, 100% кашемир, 1400 м/100 г;
3532;Бобинная пряжа Dover, 100 % хлопок, 330 м/100 г;
3533;Бобинная пряжа Fettuccia, 100 % хлопок, 330 м/100 г;
3534;Бобинная пряжа NEFERITE (Natural Fantasy), 100 %хлопок, 500 м/100 г;
3538;Бобинная пряжа Lineapiu FRIDA, хлопок/полиамид 140 м/100 г;
3541;Бобинная пряжа 100% хлопок, 300 м/100 г;
3542;Бобинная пряжа 100% хлопок, 750 м/100 г;
3570;Бобинная пряжа Wooltech Tollegno 1900, меринос, 800 м/100 г;
3571;Бобинная пряжа Zegna Baruffa Cashwool 2/30, меринос, 1500 м/100 г;
3573;Бобинная пряжа Alpasuri Tollegno 1900, 100% альпака, 650 м/100 г;
3574;Бобинная пряжа Camague, меринос, 750 м/100 г;
3577;Бобинная пряжа 100% Альпака, 210 м/100 г;
3579;Бобинная пряжа Sublime Filpucci, кид-мохер/шелк, 2000 м/100 г;
3581;Бобинная пряжа Gi.Bi.Ti.Flamme, 100% альпака, 1250 м/100 г;
3583;Бобинная пряжа Filitaly Lab Juliaca 2/14, альпака/меринос, 700 м/100 г;
3587;Бобинная пряжа Filitaly Lab Juliaca 2/14, альпака/меринос, 700 м/100 г;
3592;Бобинная пряжа Virgin Wool, меринос, 170 м/100 г;
3599;Бобинная пряжа MILLEFILI s.p.a. SuperLife, кашемир, 1500 м/100 г;
3604;Бобинная пряжа Cashmere Filati Biagioli Modesto, кашемир, 250 м/100 г;
3607;Бобинная пряжа Cashmere Filati Biagioli Modesto, кашемир, 280 м/100 г;
3609;Бобинная пряжа Todd&Duncan Syllalab, кашемир, 1400 м/100 г;
3610;Бобинная пряжа Brunello Overfit spa, меринос/альпака, 720 м/100 г;
3611;Бобинная пряжа Todd&Duncan Cashmere, кашемир, 1400 м/100 г;
3612;Бобинная пряжа Manifattura Sesia с люрексом, кид-мохер/шелк/па, 850 м/100 г;
3729;Бобинная пряжа Cariaggi PCKA166 Aran, кашемир, 600 м/100 г;
3735;Бобинная пряжа Cecilia, ангора/шерсть/нейлон, 420 м в 100 гр;
3738;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
3739;Бобинная пряжа Cariaggi Cashmere 2/46, кашемир, 2300 м/100 г;
3740;Бобинная пряжа Cariaggi Cashmere Donegal PSKS676, кашемир, 700 м/100 г;
3753;Бобинная пряжа Scozia Mel Filati Biagioli Modesto, кашемир, 160 м/100 г;
3802;Бобинная пряжа Альпака 100% , 2500 м/100 г;
3804;Бобинная пряжа Lana Gatto art Scout, меринос, 167 м/100 г;
3805;Бобинная пряжа New Jersey, меринос, 165 м/100 г;
3806;Бобинная пряжа Manifattura Sessia art Priamo, меринос, 250 м/100 г;
3893;Бобинная толстая пряжа, Италия, 100% меринос, 58 м/100 г;
3897;Бобинная пряжа Angora 80, ангора/шерсть/полиамид, 850 м/100 г.;
3904;Бобинная пряжа букле GI. TI. Filati art Jonas, акрил/меринос, 200 м/100 г;
3905;Бобинная пряжа букле COFIL ASTRA, акрил/меринос, 320 м/100 г;
3906;Бобинная пряжа букле COFIL srl art ESAGERATO, акрил/шерсть/мохер, 180 м/100 г;
3907;"Бобинная пряжа типа ""пудель"" Manifattura sesia art Unito, меринос, 150 м/100 гр";
3908;Бобинная пряжа букле Trocadero, шерсть ягненка/кашемир/ПА, 720 м/100 г;
3909;Бобинная пряжа букле NADINE, меринос/акрил/кидмохер, 180 м/100 г;
3910;Бобинная пряжа букле Zegna Baruffa Lane Borgosesia, меринос/альпака, 160 м/100 г;
3911;Ирландский твид-мохер Soft Donegal, мохер/меринос, 220 м /100 г;
3912;Бобинная пряжа ирландский твид Soft Donegal, меринос 380 м/100 г;
3917;Бобинная пряжа Tollegno 1900, меринос/кашемир, 1500 м/100 г;
3940;Бобинная пряжа Hasegawa HKA 1565, шелк/шерсть, 2400 м/100 г;
3947;Бобинная пряжа Botto Poala Dragon, шелк, 3000 м/100 г;
3949;Бобинная пряжа FILATI LAB art PUNO, бэйби-альпака/меринос, 220 м/100 г;
3951;Бобинная пряжа VIVIENNE Manifattura Sesia, кид-мохер/шелк, 850 м/100 г;
3960;Бобинная пряжа Cariaggi Cashemere 100, кашемир, 1400 м/100 г;
3963;Бобинная пряжа Cashemere Licht, кашемир, 2400 м/100 г;
4006;Бобинная пряжа Camelot Lineapiu, мохер/полиакрил/шерсть, 1500 м/100 г;
4009;Бобинная пряжа Mister Joe Zeus, мохер/полиамид/шерсть, 1000 м/100 г;
4058;Бобинная пряжа Burnieair (Бёрнэйр), меринос экстрафайн, 200 м/100 г;
4060;Бобинная пряжа Beta, меринос/кашемир/вискоза/акрил/ангора, 300 м/100 г;
4064;Бобинная пряжа Alpaca Reale, альпака/шерсть/ПА, 220 м/100 г;
4072;Бобинная пряжа New York, мохер/полиамид/полиэстер, 1600 м/100 г;
4105;Бобинная пряжа Lana Seta, меринос/шелк, 270 м/100 г;
4107;Бобинная пряжа Monamour, як/меринос/полиамид, 220 м/100 г;
4127;Бобинная пряжа Lana Eco, альпака/меринос, 700 м/100 г;
4134;Бобинная пряжа Zenith Sport Filati Biagioli Modesto, кашемир, 1030 м/100 г;
4203;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м/100 г;
4232;Бобинная пряжа Kashi (Natura FANTASY), меринос, 58 м/100г;
4513;Пряжа Angora 70 (Ангора), ангора/шерсть/полиамид, 750 м/100 г.;
4613;Бобинная пряжа Babyssimo, роял беби альпака, 750 м/100 г;
4646;Бобинная пряжа Pandora, мохер/шерсть/полиамид, 220м/100 г;
4648;Бобинная пряжа Alfetta, мохер/шерсть/полиаммид, 290м/100 г;
4671;Бобинная пряжа Coarsehair,  кашемир, 550 м/100 г;
4802;Elegante;
4827;AZOTO;
4828;FRASSINO;
5021;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м/100 г;
5023;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м/100 г;
5025;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м /100 г;
5027;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м /100 г;
5029;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м /100 г;
5031;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м /100 г;
5033;Бобинная пряжа Loro Piana, Cash Light Fine, кашемир, 850 м/100 г;
5035;Бобинная пряжа Loro Piana Coarsehair, кашемир, 550 м /100 г ;
5036;Бобинная пряжа Loro Piana Coarsehair, 100% кашемир, 700 м/100 г;
5039;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
5040;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
5041;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
5042;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
5043;Бобинная пряжа Cariaggi Cashmere 2/28, кашемир, 1400 м/100 г;
5044;Бобинная пряжа Filati Naturali Italia, art. Snoopy, беби альпака сури/шелк/модал/полиамид, 400 м/100 г;
5045;Бобинная пряжа Filati Naturali Italia, art. Snoopy, беби альпака сури/шелк/модал/полиамид, 400 м/100 г;
5046;Бобинная пряжа Filati Naturali Italia, art. Snoopy, беби альпака сури/шелк/модал/полиамид, 400 м/100 г;
5048;Бобинная пряжа Soft Alpaca, альпака 700 м/100 г;
5049;Бобинная пряжа Inca Tops, art. Suri Yak, Сури беби/як беби, 800м/100г;
5050;Бобинная пряжа Inca Tops, art. Suri Yak, Сури беби/як беби, 800м/100г;
5051;бобинная пряжа Cariaggi art. Alpaca-cash, альпака/кашемир, 2400м/100г ;
5052;Бобинная пряжа Cariaggi, кашемир, 1400 м/100 г;
5053;Бобинная пряжа Biagioli Modesto, кашемир, 250 м/100 г;
5054;Бобинная пряжа Casa del filato prato-italy, Maya, кашемир/меринос 467м/100г;
5055;Бобинная пряжа Loro Piana art. NEW MIRASOFT, кашемир/шелк, 300 м/100 г;
5056;Бобинная пряжа Loro Piana art. NEW MIRASOFT, кашемир/шелк, 300 м/100 г;
5057;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
5058;Бобинная пряжа  Gruppo Filpucci industrie filati art. Kiddest, кид-мохер/шерсть/ПА, 1500 м/100 г;
5059;Бобинная пряжа Biagioli Modesto, Castagna, кашемир, 1400 м/100 г;
5062;Бобинная пряжа Prisma Ricerche, меринос/шелк/кашемир, 2600 м/100 г;
5063;Бобинная пряжа Prisma Ricerche, 100% кашемир, 1400 м/100 г;
5064;Сток, кашемир, 2/28, 1400м/100г;
5065;Сток, кашемир, 2/28, 1400м/100г;
5066;Бобинная пряжа Filati Biagioli modesto art. Tabby Special, ангора/ягненок/кашемир/ПА, 510м/100г;
5067;Бобинная пряжа Filati Biagioli modesto art. Tabby Special, ангора/ягненок/кашемир/ПА, 510м/100г;
5068;Бобинная пряжа Linsieme, art. Kirman, меринос/кашемир, 700м/100г;
5069;Бобинная пряжа IAFIL spa art. Soft Alpaca, альпака/меринос, 700 м/100 г;
5070;Бобинная пряжа Loro Piana, art. super Cash, кашемир, 2600м/100г;
5075;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
4796;Пряжа Norka, пух норки/козий пух, 350 м/50 г.;
4013;Пряжа Malabrigo Sock, меринос, 400 м/100 г;
4021;Пряжа Malabrigo Silkpaca, альпака/шелк, 385 м/50 г;
4026;Пряжа Malabrigo Rios, меринос, 192 м/100 г;
4029;Пряжа Malabrigo Dos Tierras, меринос/альпака бэби, 193 м/100 г;
4349;Пряжа Malabrigo Lace, бэйби меринос, 430 м/50 г;
4355;Пряжа Malabrigo Mechita, мериносовая шерсть, 385 м/100 г;
4629;Пряжа Malabrigo Mecha, мериносовая шерсть, 120 м/100 г;
4390;Пряжа Vita COCO, хлопок, 240 м/50 г;
2595;Бамбуковая подставка под спицы ChiaoGoo;
2596;Деревянное устройство для перематывания пряжи Chiaogoo;
2733;Маркеры для вязания в ассортименте;
2861;Интерьерная подушка - Прочь стереотипы! Вязание это модно!;
2864;Кольцо - счетчик рядов Knit Pro, нержавеющая сталь, диаметр 19 мм;
2877;Органайзер для съёмных спиц ChiaoGoo;
2906;Металлическая булавка для снятия петель Lana Grossa;
2907;Измерительная линейка Lana Grossa, 2 - 10 мм;
3298;"Брелок ""Passion"" /Увлечение/, металл/пластик";
3299;"Маркер для вязания ""Blooming Blue"" /Синее цветение/, пластик, 12шт  в упаковке";
3300;"Маркер для вязания ""Smileys"" /Смайлики/, пластик, 12 шт  в упаковке";
3372;Игла для шерсти Lana Grossa, 3 шт;
3373;Спицы для кос и аранов Lana Grossa, 2 шт, 2 - 5 мм;
3374;Спицы формы U  Lana Grossa, 2 шт, 2,5 - 4 мм;
3474;Иглы для пряжи, 3 штуки;
3475;Иглы для сшивания трикотажных изделий, пластик, зелёный/красный, 4 штуки в упаковке;
3494;"Маркировщик для вязания ""Tangerine"" /Мандарин/ пластик, 7шт в упаковке";
3506;Линейка круглая KnitPro для определения размера спиц;
3510;Папка-планшет KnitPro для чтения схем;
3543;Сумочка для рукодельницы KnitPro Joy;
3559;"Линейка KnitPro ""Слон"" для определения размера спиц с резаком для нити";
3562;Деревянный держатель для мотка ChiaoGoo;
3563;Линейка-калибратор для определения номера спиц и плотности вязания, ChiaoGoo;
3615;Органайзер для чулочных спиц или крючков ChiaoGoo;
3616;Органайзер для круговых спиц ChiaoGoo;
4005;Электронный счетчик рядов ADDI;
4137;Шаблон для носков, размер 41 + (L), пластик, синий;
4444;Линейка для определения номера спиц и плотности вязания, ChiaoGoo;
4589;Линейка для определения номера спиц и плотности вязания, KnitPro;
4590;Наконечники для спиц 2.5, 4.5-10 мм;
4591;Наконечники для спиц 4,5-10 мм;
4592;Шаблон для носков, размер 35-37,5, пластик, синий;
4593;"Маркировщик для вязания ""Amaranth"" /Амарант/ пластик, 7шт в упаковке";
4594;Машинка для намотки клубков, пластик/металл, белый/фиолетовый;
5071;Маркеры ChiaoGoo, Stitch Markers, 5-15 мм, 40 шт;
2937;Чулочные гибкие спицы AddiCraSyTrio супергладкие, 2-5 мм;
2940;Круговые спицы Addi супергладкие, 150 см, 2-15 мм;
2943;Круговые спицы Addi супергладкие, 120 см, 2-15 мм;
2946;Круговые спицы Addi супергладкие, 100 см, 2-15 мм;
2954;Круговые спицы Addi супергладкие, 80 см, 2-15 мм;
2962;Круговые спицы Addi супергладкие, 60 см, 2-15 мм;
2965;Круговые спицы Addi супергладкие, 50 см, 2-15 мм;
2973;Круговые спицы Addi супергладкие, 40 см, 2-15 мм;
2983;Круговые спицы Addi супергладкие, 25 см, 2-15 мм;
2985;Круговые спицы Addi супергладкие, 20 см, 2-15 мм;
2987;Круговые спицы Addi с удлиненным кончиком, 80 см, 2-8 мм;
2996;Круговые спицы Addi с удлиненным кончиком, 60 см, 2-8 мм;
3001;Круговые спицы Addi с удлиненным кончиком, 50 см, 2-8 мм;
3006;Круговые спицы Addi с удлиненным кончиком, 40 см, 2-8 мм;
3711;Круговые спицы Addi экстратонкие, 30-150 см/1,5-1,75 мм;
4464;Набор спиц ADDI CLICK BASIC;
2916;Спицы съемные KnitPro Cubics, 3-10 мм;
2919;Спицы KnitPro Nova Metal круговые, 25 см, 2-5 мм;
3443;Набор чулочных спиц KnitPro Zing, 20 см;
4561;Спицы чулочные KnitPro Symfonie, 20 см, 2,5-8 мм;
4575;Набор чулочных спиц KnitPro Zing, 15 см;
5015;Набор деревянных носочных спиц 15 см Symfonie Wood KnitPro;
3035;Короткие съемные спицы ChiaoGoo TWIST Short Combo, 1,5-3,25 мм;
3614;Ключ для съемных спиц ChiaoGoo;
3620;Держатели для закручивания съемных спиц ChiaoGoo;
3625;Набор ультратонких укороченных спиц ChiaoGoo Mini, 10 см;
3627;Леска ChiaoGoo TWIST, к стальным спицам, 20-125 см;
4446;Набор металлических укороченных спиц ChiaoGoo Small, 10 см;
3597;Бобинная пряжа CASH\30 Filati Biagioli Modesto, кашемир/меринос, 1500 м/100 г;
4662;Бобинная пряжа Idea, меринос/кашемир/шелк, 320 м/100 г;
4745;Бобинная пряжа Free L.G, мериносовая шерсть, 1400 м/100 г;
4783;Бобинная пряжа Angorlite,  меринос/ангора/кашемир/полиамид, 650 м/100 г;
3596;Бобинная пряжа Filati Biagioli Modesto, кашемир, 650 м/100 г;
3600;Бобинная пряжа Natural Fantasy TIBET, 100% кашемир, 1400 м/100 г;
3608;Кашемир 100%  Filati Biagioli Modesto, кашемир, 1400 м/100 г;
4641;Бобинная пряжа Aran, кашемир, 300 м/100 г;
4751;Бобинная пряжа Anya, кашемир/шелк, 440 м/ 100 г;
4654;Бобинная пряжа Caress (Каресс), альпака/шерсть/полиамид, 400 м/100 г;
4747;Бобинная пряжа Baby Camel, бейби верблюд, 700 м/100 г;
3254;Пряжа Illaria Sherlock, шерсть вирджин/шелк/хлопок, 150 м/50 г;
4595;Бобинная пряжа Lino, лен, 320 м/100 г;
5018;Бобинная пряжа Loro Piana, art. New Tweed Coarsehair, кашемир, 467 м/100 г;
3247;Пряжа Seam Alpaca Peruana, перуанская альпака, 167 м/50 г;
3250;Пряжа Seam Tweed Austria, шерсть/полиакрил, 200 м/100 г;
3252;Пряжа Seam New Tweed, мериносовая шерсть/вискоза, 160 м/50 г;
3988;Пряжа Seam Super Tagmahal, меринос/шелк/кашемир, 115 м/50 г;
3994;Пряжа Seam Champagne (Сеам Шампань), меринос/шелк, 165 м/50 г;
2761;Пряжа Rowan Felted Tweed Aran, шерсть/альпака/вискоза, 87 м/50 г;
2764;Пряжа Rowan Brushed Fleece, шерсть/альпака/полиамид, 105 м/50 г;
2767;Пряжа Rowan Pure Wool Worsted, шерсть, 200 м/100 г;
2772;Пряжа Rowan Fazed Tweed, шерсть/альпака/полиамид, 70 м/50 г;
2779;Пряжа Rowan Pure Wool Superwash DK, шерсть, 125 м/50 г;
2790;Пряжа Rowan Finest, меринос/альпака/кашемир, 87 м/25 г;
3807;Пряжа Rowan Fine Lace, альпака/шерсть, 400 м/50 г;
3809;Пряжа Rowan Hemp Tweed Chunky, шерсть/пенька, 110 м/100 г;
3813;Пряжа Rowan Big Wool Colour, шерсть/полиамид, 87 м/100 г;
3816;Пряжа Rowan All Seasons Chunky, хлопок/акрил, 85 м/100 г;
3818;Пряжа Rowan Colourspun, шерсть/полиамид/мохер, 135 м/50 г;
3820;Пряжа Rowan Panama, вискоза/хлопок/лён, 135 м/50 г;
3822;Пряжа Rowan Fine Art Aran, меринос/альпака/мохер/шелк, 170 м/100 г;
3827;Пряжа Rowan Fine Art, меринос/мохер/шелк/полиамид, 400 м/100 г;
3830;Пряжа Rowan Soffili Yak, нейлон/шерсть/альпака/як, 165 м/50 г;
3834;Пряжа Rowan Softest Merino Wool, меринос, 100 м/100 г;
3837;Пряжа Rowan Alpaca Colour, альпака, 120 м/50 г;
3842;Пряжа Rowan Mohair Haze, мохер/шерсть, 102 м/25 г;
3848;Пряжа Rowan Super Fine Merino Aran, меринос, 85 м/50 г;
3853;Пряжа Rowan Super Fine Merino DK, меринос, 115 м/50 г;
3871;Пряжа Rowan Revive, хлопок/шелк/вискоза, 125 м/50 г;
3888;Пряжа Rowan Fine Silk, шерсть/шелк/вискоза, 150 м/25 г;
3890;Пряжа Rowan Cocoon, меринос/кид-мохер, 115 м/100 г;
3899;Пряжа Rowan Kidsilk Haze (Кидсилк Хэйз), мохер/шелк, 210 м/25 г;
3902;Пряжа Rowan Kid Classic (Кид Классик), шерсть/мохер/полиамид, 140 м/50 г;
3858;Пряжа Dundaga (Дундага), шерсть, 550 м/100 г;
3839;"Набор бусин Swarovski ""Denim"", размер 4 мм, 200 шт в наборе";
3840;"Набор бусин Swarovski ""Moonlight"", размер 3-8 мм, 182 шт в наборе";
3841;"Набор бусин Swarovski ""Rose"", размер 3-8 мм, 182 шт в наборе";
3874;"Бусины Swarovski ""Classic"", размер 4 мм, 210 шт в упаковке";
3877;"Бусины Swarovski ""Classic"", размер 6 мм, 50 шт в упаковке";
3880;"Бусины Swarovski ""Classic"", размер 8 мм, 25 шт в упаковке";
3883;"Бусины Swarovski ""Classic"", размер 4мм, 100 шт в упаковке";
3024;Носочная пряжа Regia for Hand Dye 75 меринос 25 полиамид 420 м /100 гр;
3301;Носочная пряжа Denim Trend, шерсть/полиамид, 420 м/100 г;
3456;Носочная пряжа REGIA 8-fadig/8-ply , шерсть/полиамид, 300 м/150 г;
3463;Носочная пряжа Cotton, хлопок/полиамид/полиэстер, 420 м/100 г;
3467;Носочная пряжа Pairfect , шерсть/полиамид, 420 м/100 г;
3495;Носочная пряжа Tweed Color 4-fadig/4-ply, шерсть/полиамид/вискоза, 400 м/100 г;
3499;Носочная пряжа PAIRFECT DESIGN LINE 4-fadig/4-ply, шерсть/полиамид, 420 м/100 г;
3525;Носочная пряжа Design Line by Wool And The Gang, шерсть/полиамид, 320 м/80 г;
3261;Пряжа Illaria Arcobaleno, мериносовая шерсть, 190 м/50 г;
3264;Пряжа Illaria Angora foll, ангора/полиамид, 210 м/25 г;
3266;Пряжа Illaria Calzini, мериносовая шерсть/полиамид, 200 м/50 г;
3159;Пряжа Anny Blatt Angora Super, ангора/шерсть, 25 г/106 м;
3164;Пряжа Anny Blatt Angora Prestige, ангора, 25г/125м;
3170;Пряжа Anny Blatt Angora Absolu, ангора, 25г/125м;
