IE_XML_ID;IE_NAME;IP_PROP45
2669;Бобинная пряжа  Mongolian от Filati, як/кашемир, 600 м/100 г;
2670;Бобинная пряжа  Mongolian от Filati, пух верблюжонка /кашемир, 280 м/100 г;
2671;Бобинная пряжа  Mongolian от Filati, як/кашемир, 600 м/100 г;
2672;Бобинная пряжа  Alaska от Filati, як/шёлк/шерсть/полиамид, 220 м/100 г;
2673;Бобинная пряжа  Alaska от Filati, як/шёлк/шерсть/полиамид, 220 м/100 г;
2674;Бобинная пряжа  Hasegawa art. Enju, меринос/шелк/кашемир/нейлон, 375 м/100 г;
2675;Бобинная пряжа  Hasegawa art. Enju, меринос/шелк/кашемир/нейлон, 375 м/100 г;
2676;Бобинная пряжа  Hasegawa art. Enju, меринос/шелк/кашемир/нейлон, 375 м/100 г;
2677;Бобинная пряжа  Hasegawa art. Enju, меринос/шелк/кашемир/нейлон, 375 м/100 г;
2678;Бобинная пряжа Loro Piana art. OASI, лен/кашемир/шелк, 1200 м/100 гр;
2679;Бобинная пряжа Lineapiu art. SUAMI, вискоза/лен/хлопок, 1600 м/100 гр;
2680;Бобинная пряжа Lineapiu art. BRIZ MEL, меринос/альпака/мохер/акрил, 750 м/100 г;
2681;Бобинная пряжа E.Miroglio art. FLEECE, меринос/полиамид, 390 м/100 г;
2682;Бобинная пряжа IAFIL spa art. WARP, альпака/меринос/акрил, 190 м/100 г;
2683;Бобинная пряжа Lineapiu art. FIOCCO, меринос/ангора/нейлон/эластан, 550 м/100 г;
2684;Бобинная пряжа Lineapiu art. FIOCCO, меринос/ангора/нейлон/эластан, 550 м/100 г;
2685;Бобинная пряжа Loro Piana art. New Tweed Coarsehair, 100% кашемир, 700 м/100 г;
2686;Бобинная пряжа Loro Piana art. New Tweed Coarsehair, 100% кашемир, 700 м/100 г;
2687;Бобинная пряжа Loro Piana art. New Tweed Coarsehair, 100% кашемир, 700 м/100 г;
2688;Бобинная пряжа Loro Piana art. Coarsehair, 100% кашемир, 550 м/100 г;
2689;Бобинная пряжа Ангора от Profilo SNC, ангора/кашемир, 350 м/100 г;
2690;Бобинная пряжа Ангора от Profilo SNC, ангора/кашемир, 350 м/100 г;
2691;Бобинная пряжа Ангора от Profilo SNC, ангора/кашемир, 350 м/100 г;
2692;Бобинная пряжа Loro Piana art. Cashpima, хлопок/кашемир, 1660 м/100 г;
2693;Бобинная пряжа Loro Piana art. Cashpima, хлопок/кашемир, 1660 м/100 г;
2694;Бобинная пряжа Loro Piana art. Cashpima, хлопок/кашемир, 1660 м/100 г;
2695;Бобинная пряжа Loro Piana art. Cashpima, хлопок/кашемир, 1660 м/100 г;
2696;Бобинная пряжа Loro Piana art. Cashpima, хлопок/кашемир, 1660 м/100 г;
2697;Бобинная пряжа Люрекс, полиэстер, 700 м/100 г;
2698;Бобинная пряжа Люрекс, полиэстер;
2702;Бобинная пряжа Люрекс, полиэстер;
2703;Бобинная пряжа Люрекс, полиэстер;
2704;Бобинная пряжа Люрекс, полиэстер;
2705;Бобинная пряжа Люрекс, полиэстер;
2706;Бобинная пряжа Люрекс, полиэстер;
2707;Бобинная пряжа Viaggiare от Gruppo filpucci, меринос/вискоза/ангора/кашемир/нейлон, 1500 м/100 г;
2708;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
2709;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
2710;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
2711;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
2712;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
2713;Бобинная пряжа Paillettes, нейлон/полиэстер, 800 м/100 гр;
2714;Бобинная пряжа Paillettes, нейлон/полиэстер, 800 м/100 гр;
2715;Бобинная пряжа Paillettes, нейлон/полиэстер, 800 м/100 гр;
2716;Бобинная пряжа Paillettes, нейлон/полиэстер, 800 м/100 гр;
2717;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2718;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2719;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2720;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2721;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2722;Бобинная пряжа Dorothy от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2723;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2724;Бобинная пряжа Dorotex от Filatura Papi Fabio, меринос/кашемир, 2000 м/100 гр;
2725;Бобинная пряжа Loro Piana art. Breeze, кашемир/меринос/шелк, 1200 м/100 г;
2726;Бобинная пряжа Loro Piana art. Breeze, кашемир/меринос/шелк, 1200 м/100 г;
2727;Бобинная пряжа Loro Piana art. Breeze, кашемир/меринос/шелк, 1200 м/100 г;
2728;Бобинная пряжа Loro Piana art. Breeze, кашемир/меринос/шелк, 1200 м/100 г;
2729;Бобинная пряжа Loro Piana art. Breeze, кашемир/меринос/шелк, 1200 м/100 г;
2730;Бобинная пряжа Loro Piana art. Breeze, кашемир/меринос/шелк, 1200 м/100 г;
2731;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
2732;Бобинная пряжа Loro Piana art. Coarsehair, 100% кашемир, 550 м/100 г;
2752;Бобинная пряжа Softstar от Gruppo Filpucci, шерсть/акрил, 500 м/100 г;
2753;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
2754;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
2755;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
2756;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
2757;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
2758;Бобинная пряжа Camelot Melange от Lineapiu Italia spa, мохер/полиакрил/шерсть, 1500 м/100 г;
2759;Бобинная пряжа  Opaline / Кашемир 82% Люрекс 18% (голографический);
2792;Бобинная пряжа Biella Yarn Victoria, меринос, 1500 м/100 г;
2793;Бобинная пряжа New Mill spa Enterprise, шерсть/альпака/ПА, 700 м/100 г;
2794;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2795;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2796;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2797;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2798;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2799;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2800;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2801;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2802;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2803;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2804;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2805;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
2806;Бобинная пряжа New Mill spa Jason, меринос/ангора, 2150 м/100 г;
2807;Бобинная пряжа New Mill spa Jason, меринос/ангора, 2150 м/100 г;
2808;Бобинная пряжа New Mill spa Jason, меринос/ангора, 2150 м/100 г;
2837;Бобинная пряжа New Mill spa Tyrell, меринос/вискоза/ПА/кашемир, 240 м/100 г;
2838;Бобинная пряжа New Mill spa Tyrell, меринос/вискоза/ПА/кашемир, 240 м/100 г;
2839;Бобинная пряжа New Mill spa Tyrell, меринос/вискоза/ПА/кашемир, 240 м/100 г;
2840;Бобинная пряжа New Mill spa Lama, шерсть/альпака/ПА, 700 м/100 г;
2841;Бобинная пряжа New Mill spa Lama, шерсть/альпака/ПА, 700 м/100 г;
2842;Бобинная пряжа Loro Piana art. Breeze, кашемир/меринос/шелк, 1200 м/100 г;
2843;Бобинная пряжа Cariaggi art. Jaipur, кашемир/шелк, 6000 м/100 г;
2844;Бобинная пряжа Cariaggi art. Jaipur, кашемир/шелк, 6000 м/100 г;
2845;Бобинная пряжа Cariaggi art. Jaipur, кашемир/шелк, 6000 м/100 г;
2846;Бобинная пряжа Cariaggi art. Jaipur, кашемир/шелк, 6000 м/100 г;
2847;Бобинная пряжа Millefilt spa art. Nouvelle, меринос экстрафайн/кашемир, 750 м/100 г;
2848;Бобинная пряжа  Hasegawa art. Angel, меринос/шелк/ангора/нейлон, 800 м/100 г;
2849;Бобинная пряжа  Hasegawa art. Angel, меринос/шелк/ангора/нейлон, 800 м/100 г;
2850;Бобинная пряжа G&G Filati art. Revieve, 100% кашемир, 625 м/100 г;
2851;Бобинная пряжа G&G Filati art. Revieve, 100% кашемир, 625 м/100 г;
2852;Бобинная пряжа G&G Filati art. Revieve, 100% кашемир, 625 м/100 г;
2853;Бобинная пряжа Loro Piana art. New onde soft, меринос/кашемир, 300 м/100 г;
2854;Бобинная пряжа Loro Piana art. New onde soft, меринос/кашемир, 300 м/100 г;
2855;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 350 м/100 г;
2856;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 350 м/100 г;
2857;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 350 м/100 г;
2858;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 350 м/100 г;
2859;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 350 м/100 г;
2860;Бобинная пряжа Loro Piana art. Sauvage, меринос/кашемир, 250 м/100 г;
2862;Бобинная пряжа Buratti spa art. Bambi, буретный шелк/вискоза, 1500 м/100 г;
2863;Бобинная пряжа Buratti spa art. Bambi, буретный шелк/вискоза, 1500 м/100 г;
2865;Бобинная пряжа Filpucci ind. Filati art. Baby Camel Reverso, пух верблюжонка/меринос, 650 м/100 г;
2866;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Wooster, меринос экстрафайн/шелк, 1400 м/100 г;
2867;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Wooster, меринос экстрафайн/шелк, 1400 м/100 г;
2868;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Wooster, меринос экстрафайн/шелк, 1400 м/100 г;
2869;Бобинная пряжа  Filati Naturali art. Mongolian, пух верблюжонка/кашемир, 280 м/100 г;
2870;Бобинная пряжа  твид от Natural Fantasy, меринос/шелк/ангора/модал/ПА, 450 м/100 г;
2871;Бобинная пряжа  твид от Natural Fantasy, меринос/шелк/ангора/модал/ПА, 450 м/100 г;
2872;Бобинная пряжа  твид от Natural Fantasy, меринос/шелк/ангора/модал/ПА, 450 м/100 г;
2873;Бобинная пряжа Loro Piana art. New Tweed Coarsehair, 100% кашемир, 700 м/100 г;
2874;Бобинная пряжа Loro Piana art. Coarsehair, 100% кашемир, 550 м/100 г;
2875;Бобинная пряжа Loro Piana art. Coarsehair Tweed, 100% кашемир, 550 м/100 г;
2876;Бобинная пряжа Loro Piana art. Coarsehair, 100% кашемир, 550 м/100 г;
2889;Бобинная пряжа Loro Piana Cablelight Cashme, кашемир, 660 м/100 г;
2890;Бобинная пряжа Loro Piana  Cash Light Fine, 100% кашемир, 850 м/100 г;
2893;Бобинная пряжа Loro Piana Cablelight Cashme, кашемир, 660 м/100 г;
2896;Бобинная пряжа Casa Del Filato Ангора, ангора/полиамид, 800 м/100 г;
2897;Бобинная пряжа Casa Del Filato Ангора, ангора/полиамид, 800 м/100 г;
2898;Бобинная пряжа Casa Del Filato Ангора, ангора/полиамид, 800 м/100 г;
2914;Бобинная пряжа  Gruppo Filpucci art. Kidchine, кид-мохер/ПА/шерсть, 1500 м/100 г;
2915;Бобинная пряжа Biagioli Modesto art. Angora 80, ангора/полиамид, 850 м/100 г;
2926;Бобинная пряжа ирландский твид Soft Donegal (5506 Aqua), меринос, 380 м/100 г;
2927;Бобинная пряжа ирландский твид Soft Donegal (5513 Peat), меринос, 380 м/100 г;
2928;Бобинная пряжа ирландский твид Soft Donegal (5516 Wine), меринос, 380 м/100 г;
2929;Бобинная пряжа ирландский твид Soft Donegal (5527 Admiral), меринос, 380 м/100 г;
2930;Бобинная пряжа ирландский твид Soft Donegal (5538 Fitzgerald), меринос, 380 м/100 г;
2931;Бобинная пряжа ирландский твид Soft Donegal (5539 Skye), меринос, 380 м/100 г;
2932;Бобинная пряжа ирландский твид Soft Donegal (5535 Dusty Pink), меринос, 380 м/100 г;
2933;Бобинная пряжа ирландский твид Soft Donegal (5586 Jade), меринос, 380 м/100 г;
2934;Бобинная пряжа ирландский твид Soft Donegal (5526 Fuchsia), меринос, 380 м/100 г;
2935;Бобинная пряжа ирландский твид Soft Donegal (5531 Clifden), меринос, 380 м/100 г;
2936;Бобинная пряжа ирландский твид Soft Donegal (5567 Red), меринос, 380 м/100 г;
3026;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3027;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3028;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3029;Бобинная пряжа Lane Rossi Amico TEC , 100% меринос, 1500 м/100 г;
3030;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3040;Бобинная пряжа Velasquez, меринос/кашемир/акрил, 220 м/100 г;
3041;Бобинная пряжа Panno, меринос/полиамид, 200 м/100 г;
3042;Бобинная пряжа Panno, меринос/полиамид, 200 м/100 г;
3043;Бобинная пряжа Maura, меринос/хлопок, 150 м/100 г;
3044;Бобинная пряжа Maura, меринос/хлопок, 150 м/100 г;
3045;Бобинная пряжа Maura, меринос/хлопок, 150 м/100 г;
3046;Бобинная пряжа Maura, меринос/хлопок, 150 м/100 г;
3047;Бобинная пряжа Lana Seta, меринос/шёлк, 270 м/100 г;
3048;Бобинная пряжа Lana Seta, меринос/шёлк, 270 м/100 г;
3049;Бобинная пряжа Idea, меринос/кашемир/шелк, 320 м/100 г;
3050;Бобинная пряжа Diana, меринос/вискоза, 360 м/100 г;
3051;Бобинная пряжа Cristal, меринос/шёлк/кашемир, 260 м/100 г;
3052;Бобинная пряжа Cristal, меринос/шёлк/кашемир, 260 м/100 г;
3053;Бобинная пряжа Catenella WS, кашемир/меринос/акрил, 325 м/100 г;
3054;Бобинная пряжа Cashsetalana, меринос/шёлк/кашемир, 350 м/100 г;
3055;Бобинная пряжа Cashmere Silk, кашемир/шелк, 450 м/100 г;
3056;Бобинная пряжа Cariaggi, кашемир/шёлк/полиамид, 370 м/100 г;
3057;Бобинная пряжа Cariaggi, кашемир/шёлк/полиамид, 370 м/100 г;
3058;Бобинная пряжа Camel, меринос/полиамид/верблюжья шерсть, 400 м/100 г;
3059;Бобинная пряжа Camel, меринос/полиамид/верблюжья шерсть, 400 м/100 г;
3060;Бобинная пряжа Alibi, шерсть/альпака/акрил, 700 м/100 г;
3061;Ирландский твид-мохер Soft Donegal (2730 Atlantic mist), мохер/меринос, 400 м /100 г;
3062;Ирландский твид-мохер Soft Donegal (2729 Gorse), мохер/меринос, 400 м /100 г;
3063;Ирландский твид-мохер Soft Donegal (2717 Denim), мохер/меринос, 400 м /100 г;
3064;Ирландский твид-мохер Soft Donegal (2707 Nutty), мохер/меринос, 400 м /100 г;
3065;Ирландский твид-мохер Soft Donegal (2703 Otter), мохер/меринос, 400 м /100 г;
3066;Бобинная пряжа ирландский твид Soft Donegal (5548 Blue mist), меринос, 380 м/100 г;
3067;Бобинная пряжа ирландский твид Soft Donegal (5541 Lilac), меринос, 380 м/100 г;
3068;Бобинная пряжа ирландский твид Soft Donegal (5534 Mustard), меринос, 380 м/100 г;
3069;Бобинная пряжа ирландский твид Soft Donegal (5525 Siobhan), меринос, 380 м/100 г;
3070;Бобинная пряжа ирландский твид Soft Donegal (5510 Earth), меринос, 380 м/100 г;
3071;Бобинная пряжа ирландский твид Soft Donegal (5509 Silver), меринос, 380 м/100 г;
3072;Бобинная пряжа New Mill spa art. Brunei, кашемир, 250 м/100 г;
3073;Бобинная пряжа New Mill spa art. Birba, кашемир, 230 м/100 г;
3074;Бобинная пряжа New Mill spa art. Birba mouline, кашемир, 230 м/100 г;
3084;Бобинная пряжа New Mill spa art. Shuttle, альпака/шерсть/акрил, 175 м/100 г;
3085;Бобинная пряжа New Mill spa art. Shuttle, альпака/шерсть/акрил, 175 м/100 г;
3086;Бобинная пряжа New Mill spa art. Shuttle, альпака/шерсть/акрил, 175 м/100 г;
3087;Бобинная пряжа New Mill spa art. Shuttle, альпака/шерсть/акрил, 175 м/100 г;
3088;Бобинная пряжа New Mill spa art. Shuttle, альпака/шерсть/акрил, 175 м/100 г;
3089;Бобинная пряжа New Mill spa art. Bunny, шерсть/вискоза/ангора, 1500 м/100 г;
3090;Бобинная пряжа New Mill spa art. Bunny, шерсть/вискоза/ангора, 1500 м/100 г;
3091;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3092;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3093;Бобинная пряжа Fil-3 art. Bristol, шерсть/шелк/ПА, 620 м/100 г;
3094;Бобинная пряжа Fil-3 art. Bristol, шерсть/шелк/ПА, 620 м/100 г;
3095;Бобинная пряжа Fil-3 art. Bristol, шерсть/шелк/ПА, 620 м/100 г;
3096;Бобинная пряжа New Mill spa art. Tiffany colorato, шерсть/кашемир/вискоза/ПА, 800 м/100 г;
3097;Бобинная пряжа New Mill spa art. Tiffany colorato, шерсть/кашемир/вискоза/ПА, 800 м/100 г;
3098;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3099;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3100;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3101;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3102;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3103;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3104;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3105;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3106;Бобинная пряжа Lane Rossi  100% меринос, 1500 м/100 г;
3107;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3108;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3109;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3110;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3111;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3112;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3113;Бобинная пряжа Lane Rossi Amico Soft , 100% меринос, 1500 м/100 г;
3124;Бобинная пряжа Lanecardate spa art. Canberra, меринос экстрафайн, 1550 м/100 г;
3125;Бобинная пряжа Lineapiu Italia spa art. Naif, суперкидмохер/меринос/полиамид, 3500 м/100 гр;
3126;Бобинная пряжа Lineapiu Italia spa art. Naif, суперкидмохер/меринос/полиамид, 3500 м/100 гр;
3127;Бобинная пряжа Zegna Baruffa Cashwool 2/30, меринос, 1500 м/100 г;
3130;Бобинная пряжа Zegna Baruffa Cashwool 2/30, меринос, 1500 м/100 г;
3136;Бобинная пряжа Botto Poala art. Savil, меринос/шелк, 3000 м/100 г;
3137;Бобинная пряжа Biagioli Modesto art. Angora 80, ангора/полиамид, 850 м/100 г;
3138;Бобинная пряжа Biagioli Modesto art. Angora 80, ангора/полиамид, 850 м/100 г;
3139;Бобинная пряжа Ecafil art. Virginia plus, мохер/акрил/полиамид, 900 м/100 гр;
3140;Бобинная пряжа Ilaria S.R.L Calenzano FI Aurora 100, кидмохер/меринос/нейлон, 1000 м/100 гр;
3141;Бобинная пряжа  Filitaly-lab srt art. Vega, беби альпака/меринос/полиамид/люрекс, 800 м/100 г;
3174;Бобинная пряжа Lafil spa art. Love Alpaca, альпака/шерсть, 1250 м/100 г;
3175;Бобинная пряжа Fashion Mill spa art. Flou, меринос/полиакрил/эластан, 700 м/100 г;
3176;Бобинная пряжа Fashion Mill spa art. Souffle, меринос/полиакрил/PC, 360 м/100 г;
3177;Бобинная пряжа Fashion Mill spa art. Souffle, меринос/полиакрил/PC, 360 м/100 г;
3178;Бобинная пряжа Fashion Mill spa art. Ascot, меринос/вискоза, 450 м/100 г;
3179;Бобинная пряжа Fashion Mill spa art. Ascot, меринос/вискоза, 450 м/100 г;
3180;Бобинная пряжа Fashion Mill spa art. Ascot, меринос/вискоза, 450 м/100 г;
3181;Бобинная пряжа Fashion Mill spa art. Ascot, меринос/вискоза, 450 м/100 г;
3182;Бобинная пряжа Fashion Mill spa art. Ascot, меринос/вискоза, 450 м/100 г;
3183;Бобинная пряжа New Mill spa art. Raja, меринос/шелк/ПА, 400 м/100 г;
3184;Бобинная пряжа New Mill spa art. Raja, меринос/шелк/ПА, 400 м/100 г;
3185;Бобинная пряжа Filitaly-lab srl art. Clown, альпака/меринос/вискоза/ПА, 220 м/100 г;
3186;Бобинная пряжа Filitaly-lab srl art. Clown, альпака/меринос/вискоза/ПА, 220 м/100 г;
3187;Бобинная пряжа Filitaly-lab srl art. Clown, альпака/меринос/вискоза/ПА, 220 м/100 г;
3188;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Diamante, меринос/шелк/кашемир, 2600 м/100 г;
3189;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Diamante, меринос/шелк/кашемир, 1400 м/100 г;
3190;Бобинная пряжа Grace, меринос/шелк, 1600м/100 г;
3191;Бобинная пряжа Grace, меринос/шелк, 1600м/100 г;
3192;Бобинная пряжа Manrico spa art. F2014-0, кашемир/хлопок, 3000м/100 г;
3209;Бобинная пряжа Loro Piana art. Royal, кашемир/шелк, 2900 м/100 г;
3210;Бобинная пряжа Loro Piana art. Cash-soft, кашемир/кид-мохер, 2900 м/100 г;
3211;Бобинная пряжа Loro Piana art. Classic, кашемир/меринос/шелк, 2900 м/100 г;
3212;Бобинная пряжа Loro Piana art. Classic, кашемир/меринос/шелк, 2900 м/100 г;
3213;Бобинная пряжа Biagioli Modesto art. Cash 30, кашемир/меринос, 1300 м/100 г;
3214;Бобинная пряжа Cariaggi art. Jaipur, кашемир/шелк, 6000 м/100 г;
3215;Бобинная пряжа Botto Poala art. Gold, кашемир/шелк, 2400 м/100 г;
3216;Бобинная пряжа Botto Poala art. Gold, кашемир/шелк, 2400 м/100 г;
3217;Бобинная пряжа Cableug, кашемир, 333 м/100 г;
3218;Бобинная пряжа Cariaggi art. Cashmere, кашемир, 1400 м/100 г;
3219;Бобинная пряжа Manrico spa art. F2014-0, кашемир/хлопок, 3000м/100 г;
3220;Бобинная пряжа Manrico spa art. F1001, кашемир, 200м/100 г;
3221;Бобинная пряжа Cariaggi art. Jaipur, кашемир/шелк, 2800 м/100 г;
3222;Бобинная пряжа Cariaggi art. Soffio, кашемир, 3000 м/100 г;
3223;Бобинная пряжа Cariaggi art. Duetrentasei, кашемир, 1800 м/100 г;
3224;Бобинная пряжа Cariaggi art. Cashmere, кашемир, 2000 м/100 г;
3225;Бобинная пряжа Biagioli Modesto, кашемир, 250 м/100 г;
3226;Бобинная пряжа Biagioli Modesto art. Baby Samarkand, пух верблюда, 700 м/100 г;
3227;Бобинная пряжа Manrico spa art. F1008, кашемир, 2000м/100 г;
3228;Бобинная пряжа Manrico spa art. F1008, кашемир, 2000м/100 г. Бобина весом 500 гр.;
3229;Бобинная пряжа Lanecardate spa art. Katmandu, меринос/шелк/кашемир, 1400 м/100 г;
3230;Бобинная пряжа Manrico spa, кашемир, 2600 м/100 г;
3268;Бобинная пряжа art. Astoria, кашемир, 670 м/100 г;
3269;Бобинная пряжа Filati Power art. Calvia special, меринос/кашемир, 1500 м/100 г;
3270;Бобинная пряжа Сток Италия, шерсть/ПА, 1500 м/100 г;
3271;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. Antheus, меринос/шелк, 2200 м/100 г;
3272;Бобинная пряжа Lanecardate art. Trebisonda, тонкая шерсть/кашемир, 1500 м/100 г;
3273;Бобинная пряжа Zegna Baruffa Lane Borgosesia art. SuperGeelong, меринос, 1500 м/100 г;
3274;Бобинная пряжа Фантазийная, ~100 м/100 г;
3275;Бобинная пряжа art. Tenerone, меринос/альпака/мохер/акрил, 200 м/100 г;
3276;Бобинная пряжа Manifattura Sesia art. Bunny, меринос/альпака/акрил, 150 м/100 г;
3277;Бобинная пряжа Pecci Filati art. Bellone, меринос/ПА/альпака, 90 м/100 г;
3278;Бобинная пряжа Pecci Filati art. Bellone, меринос/ПА/альпака, 90 м/100 г;
3279;Бобинная пряжа Pecci Filati art. Bellone, меринос/ПА/альпака, 90 м/100 г;
3280;Бобинная пряжа Filitaly LAB art. Puno Seta, беби альпака/меринос/шелк, 220 м/100 г;
3281;Бобинная пряжа Filitaly LAB art. Puno, беби альпака/меринос/ПА, 220 м/100 г;
3282;Бобинная пряжа Filitaly LAB art. Spritz, альпака/меринос/ПА, 220 м/100 г;
3283;Бобинная пряжа Filitaly LAB art. Puno, беби альпака/меринос/ПА, 220 м/100 г;
3284;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 750 м/100 г;
3285;Бобинная пряжа Locheness, шерсть/ПА, 700 м/100 г;
3286;Бобинная пряжа Locheness, шерсть/ПА, 700 м/100 г;
3287;Бобинная пряжа Locheness, шерсть/ПА, 700 м/100 г;
3288;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3289;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 1500 м/100 г;
3290;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 750 м/100 г;
3291;Бобинная пряжа New Mill spa art. Nelson, мериносовая шерсть, 750 м/100 г;
3292;Бобинная пряжа Filitaly LAB art. Jolie, альпака/меринос/ПА, 220 м/100 г;
3293;Бобинная пряжа Pecci Filati art. SMARTIES (PAELLA), меринос/альпака/шелк, 350 м/100 г;
3294;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3295;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3296;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3297;Бобинная пряжа New Mill spa art. Harris, меринос/кашемир, 450 м/100 г;
3306;Бобинная пряжа Хлопок Италия, хлопок, 500 м/100 г;
3307;Бобинная пряжа Альпака Сток Италия , альпака/меринос, 220 м/100 г;
3308;Бобинная пряжа art. Scout, мериносовая шерсть, 166 м/100 г;
3309;Бобинная пряжа Ecafil art. Trieste, шерсть, 200 м/100 г;
